iters,samples,run,position,chosen_char,correct_char,chosen_score_ns,second_char,second_score_ns,gap_ns,gap_ratio,was_correct,partial_guess
10000,10,21,4,o,o,127300,t,101966,25334,1.248455367475433,true,r4ndo
10000,10,21,5,m,m,151950,p,127583,24367,1.1909893951388508,true,r4ndom
10000,10,21,6,P,P,175950,p,153083,22867,1.1493764820391552,true,r4ndomP
10000,10,21,7,@,@,201350,r,191683,9667,1.0504322240365604,true,r4ndomP@
10000,10,21,8,s,s,229116,c,206316,22800,1.1105100913162333,true,r4ndomP@s
10000,10,21,9,s,s,251850,J,230666,21184,1.0918384157179646,true,r4ndomP@ss
10000,10,22,0,r,r,25366,&,50,25316,507.32,true,r
10000,10,22,1,4,4,50916,@,25783,25133,1.9747895900399488,true,r4
10000,10,22,2,n,n,76400,A,51250,25150,1.4907317073170732,true,r4n
10000,10,22,3,d,d,111583,a,93900,17683,1.1883173588924387,true,r4nd
10000,10,22,4,o,o,127300,d,102416,24884,1.242969848461178,true,r4ndo
10000,10,22,5,a,m,152350,m,151533,817,1.0053915648736578,false,r4ndoa
10000,10,22,6,O,P,127466,o,127433,33,1.000258959610148,false,r4ndoaO
10000,10,22,7,H,@,127450,L,127450,0,1,false,r4ndoaOH
10000,10,22,8,a,s,130116,A,127733,2383,1.018656102964778,false,r4ndoaOHa
10000,10,22,9,I,s,127433,y,127333,100,1.0007853423700062,false,r4ndoaOHaI
10000,10,23,0,r,r,25300,#,50,25250,506,true,r
10000,10,23,1,4,4,50100,n,26383,23717,1.8989500814918698,true,r4
10000,10,23,2,n,n,76400,w,55683,20717,1.3720525115385307,true,r4n
10000,10,23,3,d,d,102183,a,93933,8250,1.0878285586535084,true,r4nd
10000,10,23,4,o,o,126416,p,102016,24400,1.2391781681304894,true,r4ndo
10000,10,23,5,m,m,152733,D,127816,24917,1.1949442949239533,true,r4ndom
10000,10,23,6,P,P,175183,a,170733,4450,1.0260640883719023,true,r4ndomP
10000,10,23,7,@,@,200283,j,178916,21367,1.1194247579869883,true,r4ndomP@
10000,10,23,8,s,s,229450,c,205116,24334,1.1186353088008736,true,r4ndomP@s
10000,10,23,9,s,s,254700,f,229566,25134,1.1094848540289066,true,r4ndomP@ss
10000,10,24,0,r,r,25500,E,33,25467,772.7272727272727,true,r
10000,10,24,1,4,4,50716,@,26083,24633,1.9444082352490129,true,r4
10000,10,24,2,n,n,82283,m,61200,21083,1.3444934640522876,true,r4n
10000,10,24,3,d,d,101850,h,91800,10050,1.1094771241830066,true,r4nd
10000,10,24,4,o,o,125833,b,102466,23367,1.2280463763589873,true,r4ndo
10000,10,24,5,m,m,154566,7,127900,26666,1.2084910086004692,true,r4ndom
10000,10,24,6,P,P,178183,@,154450,23733,1.153661379087083,true,r4ndomP
10000,10,24,7,@,@,203700,d,179666,24034,1.1337704407066445,true,r4ndomP@
10000,10,24,8,s,s,227983,a,203933,24050,1.1179308890665072,true,r4ndomP@s
10000,10,24,9,s,s,250266,t,229516,20750,1.0904076404259397,true,r4ndomP@ss
10000,10,25,0,r,r,25500,@,50,25450,510,true,r
10000,10,25,1,4,4,50100,x,26466,23634,1.8929947857628655,true,r4
10000,10,25,2,n,n,76400,l,63700,12700,1.1993720565149137,true,r4n
10000,10,25,3,d,d,121816,j,84550,37266,1.440756948551153,true,r4nd
10000,10,25,4,o,o,127300,6,111633,15667,1.1403438051472234,true,r4ndo
10000,10,25,5,m,m,153566,a,152550,1016,1.0066601114388725,true,r4ndom
10000,10,25,6,P,P,176133,W,152983,23150,1.1513240033206305,true,r4ndomP
10000,10,25,7,@,@,201166,P,179333,21833,1.12174557945275,true,r4ndomP@
10000,10,25,8,s,s,228116,P,204266,23850,1.1167595194501287,true,r4ndomP@s
10000,10,25,9,s,s,251750,6,229216,22534,1.0983090185676392,true,r4ndomP@ss
10000,10,26,0,r,r,25500,M,50,25450,510,true,r
10000,10,26,1,4,4,50950,w,31400,19550,1.622611464968153,true,r4
10000,10,26,2,n,n,76400,$,51050,25350,1.496571988246817,true,r4n
10000,10,26,3,d,d,101916,h,92783,9133,1.098433980362782,true,r4nd
10000,10,26,4,o,o,125966,#,102366,23600,1.2305452982435574,true,r4ndo
10000,10,26,5,m,m,152166,N,127516,24650,1.1933090749396154,true,r4ndom
10000,10,26,6,P,P,178200,f,152950,25250,1.165086629617522,true,r4ndomP
10000,10,26,7,@,@,201133,f,179283,21850,1.1218743550699173,true,r4ndomP@
10000,10,26,8,s,s,225183,S,204866,20317,1.0991721417902434,true,r4ndomP@s
10000,10,26,9,s,s,251816,W,237766,14050,1.0590917120193803,true,r4ndomP@ss
10000,10,27,0,r,r,25383,%,50,25333,507.66,true,r
10000,10,27,1,4,4,50100,h,26016,24084,1.9257380073800738,true,r4
10000,10,27,2,n,n,76400,e,52466,23934,1.456181145884954,true,r4n
10000,10,27,3,d,d,102066,a,85416,16650,1.194928350660298,true,r4nd
10000,10,27,4,o,o,125933,&,101933,24000,1.2354487751758507,true,r4ndo
10000,10,27,5,m,m,151000,&,127500,23500,1.184313725490196,true,r4ndom
10000,10,27,6,P,P,176316,t,153650,22666,1.1475170842824602,true,r4ndomP
10000,10,27,7,@,@,205066,#,179216,25850,1.1442393536291402,true,r4ndomP@
10000,10,27,8,s,s,229283,k,204533,24750,1.1210073680041852,true,r4ndomP@s
10000,10,27,9,s,s,252833,5,229450,23383,1.101908912617128,true,r4ndomP@ss
10000,10,28,0,r,r,25500,8,50,25450,510,true,r
10000,10,28,1,4,4,50950,q,25766,25184,1.9774120934564932,true,r4
10000,10,28,2,n,n,76400,a,62616,13784,1.220135428644436,true,r4n
10000,10,28,3,d,d,101833,h,91783,10050,1.1094974014795769,true,r4nd
10000,10,28,4,o,o,125333,w,102150,23183,1.2269505628976995,true,r4ndo
10000,10,28,5,m,m,152250,u,127833,24417,1.1910070169674498,true,r4ndom
10000,10,28,6,P,P,175400,o,153200,22200,1.1449086161879896,true,r4ndomP
10000,10,28,7,@,@,201100,!,178683,22417,1.125456814582249,true,r4ndomP@
10000,10,28,8,s,s,225200,@,203866,21334,1.1046471702000333,true,r4ndomP@s
10000,10,28,9,s,s,250200,R,229433,20767,1.0905144421247162,true,r4ndomP@ss
10000,10,29,0,r,r,25500,a,50,25450,510,true,r
10000,10,29,1,4,4,51033,w,25983,25050,1.964091906246392,true,r4
10000,10,29,2,n,n,76400,3,51733,24667,1.4768136392631397,true,r4n
10000,10,29,3,d,d,101850,a,94400,7450,1.0789194915254237,true,r4nd
10000,10,29,4,o,o,125833,0,102583,23250,1.2266457405223088,true,r4ndo
10000,10,29,5,m,m,152750,^,127716,25034,1.1960130289078894,true,r4ndom
10000,10,29,6,P,P,175750,G,152933,22817,1.149196053173612,true,r4ndomP
10000,10,29,7,@,@,200450,e,178333,22117,1.1240207925622292,true,r4ndomP@
10000,10,29,8,s,s,226966,e,204350,22616,1.1106728651822853,true,r4ndomP@s
10000,10,29,9,s,s,253350,z,230516,22834,1.0990560308178174,true,r4ndomP@ss
10000,10,30,0,r,r,25350,X,50,25300,507,true,r
10000,10,30,1,4,4,50983,D,25566,25417,1.9941719471172652,true,r4
10000,10,30,2,n,n,76400,b,63683,12717,1.1996922255547007,true,r4n
10000,10,30,3,d,d,101850,g,85133,16717,1.1963633373662388,true,r4nd
10000,10,30,4,o,o,127300,P,101966,25334,1.248455367475433,true,r4ndo
10000,10,30,5,m,m,152266,M,130466,21800,1.1670933423267364,true,r4ndom
10000,10,30,6,P,P,175133,4,153083,22050,1.1440395079793315,true,r4ndomP
10000,10,30,7,@,@,200833,f,178316,22517,1.1262758249399942,true,r4ndomP@
10000,10,30,8,s,s,229133,p,212233,16900,1.0796294638439827,true,r4ndomP@s
10000,10,30,9,s,s,251683,c,229266,22417,1.0977772543682884,true,r4ndomP@ss
10000,10,31,0,r,r,25600,z,66,25534,387.8787878787879,true,r
10000,10,31,1,4,4,50983,U,26000,24983,1.9608846153846153,true,r4
10000,10,31,2,n,n,76650,&,51133,25517,1.4990319363229225,true,r4n
10000,10,31,3,d,d,101850,a,91850,10000,1.1088731627653783,true,r4nd
10000,10,31,4,o,o,127300,a,122733,4567,1.0372108560859752,true,r4ndo
10000,10,31,5,m,m,152733,w,127416,25317,1.1986956112262197,true,r4ndom
10000,10,31,6,P,P,175166,^,155133,20033,1.1291343556818987,true,r4ndomP
10000,10,31,7,@,@,203650,e,183183,20467,1.1117298002543905,true,r4ndomP@
10000,10,31,8,s,s,229300,H,205433,23867,1.116178997532042,true,r4ndomP@s
10000,10,31,9,s,s,251500,T,235550,15950,1.0677138611759711,true,r4ndomP@ss
10000,10,32,0,r,r,25333,c,50,25283,506.66,true,r
10000,10,32,1,4,4,50266,j,25700,24566,1.955875486381323,true,r4
10000,10,32,2,n,n,83100,m,61200,21900,1.357843137254902,true,r4n
10000,10,32,3,d,d,101866,h,90133,11733,1.1301742979818712,true,r4nd
10000,10,32,4,o,o,128833,f,103433,25400,1.2455695957769763,true,r4ndo
10000,10,32,5,m,m,152833,K,127733,25100,1.196503644320575,true,r4ndom
10000,10,32,6,P,P,176233,0,153450,22783,1.1484718149234279,true,r4ndomP
10000,10,32,7,@,@,200150,F,178666,21484,1.1202467173384976,true,r4ndomP@
10000,10,32,8,s,s,228550,5,223266,5284,1.0236668368672346,true,r4ndomP@s
10000,10,32,9,s,s,254533,E,233150,21383,1.0917134891700622,true,r4ndomP@ss
10000,10,33,0,r,r,25500,a,66,25434,386.3636363636364,true,r
10000,10,33,1,4,4,50100,6,25900,24200,1.9343629343629343,true,r4
10000,10,33,2,n,n,75100,a,62600,12500,1.1996805111821087,true,r4n
10000,10,33,3,d,d,101850,a,87650,14200,1.1620079863091843,true,r4nd
10000,10,33,4,o,o,125600,E,102783,22817,1.2219919636515766,true,r4ndo
10000,10,33,5,m,m,152733,U,128033,24700,1.1929190130669436,true,r4ndom
10000,10,33,6,P,P,177433,m,153050,24383,1.1593139496896439,true,r4ndomP
10000,10,33,7,@,@,204150,V,178316,25834,1.144877632966195,true,r4ndomP@
10000,10,33,8,s,s,231233,t,204350,26883,1.1315537068754589,true,r4ndomP@s
10000,10,33,9,s,s,251800,i,229666,22134,1.096374735485444,true,r4ndomP@ss
10000,10,34,0,r,r,25733,m,66,25667,389.8939393939394,true,r
10000,10,34,1,4,4,50400,!,25816,24584,1.9522776572668112,true,r4
10000,10,34,2,n,n,76983,a,57166,19817,1.3466571038729314,true,r4n
10000,10,34,3,d,d,101866,a,94400,7466,1.0790889830508474,true,r4nd
10000,10,34,4,o,o,127300,v,103000,24300,1.2359223300970874,true,r4ndo
10000,10,34,5,m,m,150416,u,127300,23116,1.1815868028279655,true,r4ndom
10000,10,34,6,P,P,176633,*,152900,23733,1.1552190974493133,true,r4ndomP
10000,10,34,7,@,@,201816,c,178566,23250,1.1302039582003294,true,r4ndomP@
10000,10,34,8,s,s,228866,$,204050,24816,1.1216172506738544,true,r4ndomP@s
10000,10,34,9,s,s,251416,T,229533,21883,1.095337053931243,true,r4ndomP@ss
10000,10,35,0,r,r,25500,%,50,25450,510,true,r
10000,10,35,1,4,4,50950,D,30183,20767,1.6880363118311632,true,r4
10000,10,35,2,n,n,76400,%,51433,24967,1.4854276437306788,true,r4n
10000,10,35,3,d,d,101883,a,95500,6383,1.0668376963350785,true,r4nd
10000,10,35,4,o,o,127300,a,125133,2167,1.0173175741011564,true,r4ndo
10000,10,35,5,m,m,152733,$,127433,25300,1.1985357011135263,true,r4ndom
10000,10,35,6,P,P,179416,W,155150,24266,1.1564034805027392,true,r4ndomP
10000,10,35,7,@,@,206083,d,195900,10183,1.0519806023481368,true,r4ndomP@
10000,10,35,8,s,s,230433,a,214866,15567,1.0724498059255536,true,r4ndomP@s
10000,10,35,9,s,s,254616,P,229500,25116,1.109437908496732,true,r4ndomP@ss
10000,10,36,0,r,r,25366,S,50,25316,507.32,true,r
10000,10,36,1,4,4,50950,a,25883,25067,1.9684735154348414,true,r4
10000,10,36,2,n,n,77250,a,62600,14650,1.2340255591054312,true,r4n
10000,10,36,3,d,d,101866,h,87650,14216,1.16219053051911,true,r4nd
10000,10,36,4,o,o,127416,a,119033,8383,1.0704258482941704,true,r4ndo
10000,10,36,5,m,m,152750,C,127466,25284,1.1983587780270817,true,r4ndom
10000,10,36,6,P,P,175133,n,152866,22267,1.1456635223005769,true,r4ndomP
10000,10,36,7,@,@,203633,d,178333,25300,1.1418694240549982,true,r4ndomP@
10000,10,36,8,s,s,229300,g,205183,24117,1.1175389774006619,true,r4ndomP@s
10000,10,36,9,s,s,250200,Y,230516,19684,1.0853910357632441,true,r4ndomP@ss
10000,10,37,0,r,r,25500,s,66,25434,386.3636363636364,true,r
10000,10,37,1,4,4,51700,X,27583,24117,1.874342892361237,true,r4
10000,10,37,2,n,n,76833,y,55566,21267,1.382734045999352,true,r4n
10000,10,37,3,d,d,102466,K,81083,21383,1.2637174253542667,true,r4nd
10000,10,37,4,o,o,127300,B,101916,25384,1.249067859806115,true,r4ndo
10000,10,37,5,m,m,152166,p,127983,24183,1.1889547830571248,true,r4ndom
10000,10,37,6,P,P,177483,i,156166,21317,1.1365021835738893,true,r4ndomP
10000,10,37,7,@,@,200366,h,178500,21866,1.1224985994397758,true,r4ndomP@
10000,10,37,8,s,s,225200,%,204083,21117,1.103472606733535,true,r4ndomP@s
10000,10,37,9,s,s,251100,f,230050,21050,1.0915018474244729,true,r4ndomP@ss
10000,10,38,0,r,r,25516,$,50,25466,510.32,true,r
10000,10,38,1,4,4,50200,j,26283,23917,1.9099798348742534,true,r4
10000,10,38,2,n,n,76400,8,51900,24500,1.4720616570327554,true,r4n
10000,10,38,3,d,d,101383,0,94966,6417,1.0675715519238465,true,r4nd
10000,10,38,4,a,o,125150,o,125116,34,1.000271747818025,false,r4nda
10000,10,38,5,%,m,102600,^,102516,84,1.0008193842912325,false,r4nda%
10000,10,38,6,e,P,102450,h,102450,0,1,false,r4nda%e
10000,10,38,7,x,@,101933,t,101900,33,1.000323846908734,false,r4nda%ex
10000,10,38,8,r,s,101866,e,101416,450,1.0044371696773684,false,r4nda%exr
10000,10,38,9,y,s,101950,F,101933,17,1.0001667762157496,false,r4nda%exry
10000,10,39,0,r,r,25500,e,50,25450,510,true,r
10000,10,39,1,4,4,50683,O,25866,24817,1.9594448310523467,true,r4
10000,10,39,2,n,n,76000,w,62600,13400,1.2140575079872205,true,r4n
10000,10,39,3,d,d,101850,W,93100,8750,1.093984962406015,true,r4nd
10000,10,39,4,o,o,127300,r,102050,25250,1.2474277315041646,true,r4ndo
10000,10,39,5,m,m,150416,e,127450,22966,1.1801961553550413,true,r4ndom
10000,10,39,6,P,P,178166,3,153866,24300,1.157929627078107,true,r4ndomP
10000,10,39,7,@,@,200266,K,180350,19916,1.1104297199889104,true,r4ndomP@
10000,10,39,8,s,s,229266,c,203950,25316,1.1241284628585437,true,r4ndomP@s
10000,10,39,9,s,s,253916,l,229350,24566,1.1071114017876609,true,r4ndomP@ss
10000,10,40,0,r,r,25500,a,50,25450,510,true,r
10000,10,40,1,4,4,50100,G,25583,24517,1.9583317046476176,true,r4
10000,10,40,2,n,n,76383,a,62583,13800,1.2205071664829108,true,r4n
10000,10,40,3,d,d,101850,q,81866,19984,1.2441062223633743,true,r4nd
10000,10,40,4,o,o,125716,a,121066,4650,1.0384088018105826,true,r4ndo
10000,10,40,5,m,m,151900,X,127433,24467,1.1919989327725158,true,r4ndom
10000,10,40,6,P,P,175133,z,159583,15550,1.0974414567967765,true,r4ndomP
10000,10,40,7,@,@,202483,a,179900,22583,1.1255308504724848,true,r4ndomP@
10000,10,40,8,s,s,226566,1,206216,20350,1.0986829343988826,true,r4ndomP@s
10000,10,40,9,s,s,251850,4,230650,21200,1.0919141556470844,true,r4ndomP@ss
10000,10,41,0,r,r,25500,d,50,25450,510,true,r
10000,10,41,1,4,4,50983,2,25566,25417,1.9941719471172652,true,r4
10000,10,41,2,n,n,75733,l,61200,14533,1.237467320261438,true,r4n
10000,10,41,3,d,d,102016,g,81533,20483,1.2512234310033974,true,r4nd
10000,10,41,4,o,o,127500,b,102133,25367,1.2483722205359677,true,r4ndo
10000,10,41,5,m,m,151950,a,143883,8067,1.0560663872729927,true,r4ndom
10000,10,41,6,P,P,175883,O,152916,22967,1.150193570326192,true,r4ndomP
10000,10,41,7,@,@,201383,1,178433,22950,1.128619705996088,true,r4ndomP@
10000,10,41,8,s,s,228866,z,204116,24750,1.1212545807286054,true,r4ndomP@s
10000,10,41,9,s,s,254566,v,229750,24816,1.108013057671382,true,r4ndomP@ss
10000,10,42,0,r,r,25500,g,50,25450,510,true,r
10000,10,42,1,4,4,50983,L,30650,20333,1.6633931484502447,true,r4
10000,10,42,2,n,n,76400,a,62600,13800,1.220447284345048,true,r4n
10000,10,42,3,d,d,101850,T,90200,11650,1.1291574279379157,true,r4nd
10000,10,42,4,o,o,127300,a,105250,22050,1.209501187648456,true,r4ndo
10000,10,42,5,m,m,151066,J,127416,23650,1.1856124819488918,true,r4ndom
10000,10,42,6,P,P,176800,9,153833,22967,1.1492982650016577,true,r4ndomP
10000,10,42,7,@,@,203633,S,180300,23333,1.129412090959512,true,r4ndomP@
10000,10,42,8,s,s,227016,h,205850,21166,1.10282244352684,true,r4ndomP@s
10000,10,42,9,s,s,250200,R,245700,4500,1.0183150183150182,true,r4ndomP@ss
10000,10,43,0,r,r,25350,a,50,25300,507,true,r
10000,10,43,1,4,4,50666,&,31333,19333,1.6170172023106628,true,r4
10000,10,43,2,n,n,75100,l,63666,11434,1.1795935035968963,true,r4n
10000,10,43,3,d,d,101916,N,76616,25300,1.330218231178866,true,r4nd
10000,10,43,4,o,o,127250,v,102283,24967,1.2440972595641504,true,r4ndo
10000,10,43,5,m,m,151050,Z,134283,16767,1.1248631621277452,true,r4ndom
10000,10,43,6,P,P,177533,f,153316,24217,1.1579548122831276,true,r4ndomP
10000,10,43,7,@,@,200200,d,178300,21900,1.1228266965787999,true,r4ndomP@
10000,10,43,8,s,s,229216,6,203933,25283,1.1239769924435967,true,r4ndomP@s
10000,10,43,9,s,s,254650,v,230500,24150,1.1047722342733188,true,r4ndomP@ss
10000,10,44,0,r,r,25500,N,66,25434,386.3636363636364,true,r
10000,10,44,1,4,4,50933,f,25816,25117,1.9729237682057639,true,r4
10000,10,44,2,n,n,76966,a,62600,14366,1.2294888178913739,true,r4n
10000,10,44,3,d,d,101966,a,83033,18933,1.228017776064938,true,r4nd
10000,10,44,4,o,o,127133,L,102383,24750,1.2417393512594865,true,r4ndo
10000,10,44,5,m,m,152716,n,127533,25183,1.197462617518603,true,r4ndom
10000,10,44,6,P,P,178283,J,153633,24650,1.1604472997337811,true,r4ndomP
10000,10,44,7,@,@,203333,f,178300,25033,1.1403982052720134,true,r4ndomP@
10000,10,44,8,s,s,227483,W,203883,23600,1.1157526620659888,true,r4ndomP@s
10000,10,44,9,s,s,250200,C,229883,20317,1.088379740998682,true,r4ndomP@ss
10000,10,45,0,r,r,25500,K,33,25467,772.7272727272727,true,r
10000,10,45,1,4,4,50900,f,26983,23917,1.8863729014564725,true,r4
10000,10,45,2,n,n,76400,7,51550,24850,1.4820562560620756,true,r4n
10000,10,45,3,d,d,103583,E,87733,15850,1.1806617806298656,true,r4nd
10000,10,45,4,o,o,125800,@,102000,23800,1.2333333333333334,true,r4ndo
10000,10,45,5,m,m,152733,F,127483,25250,1.1980656244361994,true,r4ndom
10000,10,45,6,P,P,175166,m,152883,22283,1.145751980272496,true,r4ndomP
10000,10,45,7,@,@,202550,a,201216,1334,1.006629691475827,true,r4ndomP@
10000,10,45,8,s,s,227866,#,203900,23966,1.1175380088278568,true,r4ndomP@s
10000,10,45,9,s,s,250450,j,230916,19534,1.0845935318470785,true,r4ndomP@ss
10000,10,46,0,r,r,25516,C,66,25450,386.6060606060606,true,r
10000,10,46,1,4,4,50100,P,25866,24234,1.9369055903502668,true,r4
10000,10,46,2,n,n,75850,l,63666,12184,1.1913737316621116,true,r4n
10000,10,46,3,d,d,101950,a,93866,8084,1.086122770758315,true,r4nd
10000,10,46,4,o,o,127350,a,123516,3834,1.0310405129699796,true,r4ndo
10000,10,46,5,m,m,152150,a,141450,10700,1.0756451042771298,true,r4ndom
10000,10,46,6,P,P,176033,w,152966,23067,1.1507982165971522,true,r4ndomP
10000,10,46,7,@,@,201983,i,177466,24517,1.1381504062750047,true,r4ndomP@
10000,10,46,8,s,s,228683,S,203750,24933,1.1223705521472394,true,r4ndomP@s
10000,10,46,9,s,s,253816,#,229650,24166,1.1052296973655562,true,r4ndomP@ss
10000,10,47,0,r,r,25500,h,50,25450,510,true,r
10000,10,47,1,4,4,50933,e,25500,25433,1.997372549019608,true,r4
10000,10,47,2,n,n,75850,l,63700,12150,1.1907378335949765,true,r4n
10000,10,47,3,d,d,101866,i,91800,10066,1.1096514161220044,true,r4nd
10000,10,47,4,o,o,127300,L,102266,25034,1.2447929908278412,true,r4ndo
10000,10,47,5,m,m,151050,I,137566,13484,1.0980184057107134,true,r4ndom
10000,10,47,6,P,P,176950,a,156433,20517,1.1311551910402537,true,r4ndomP
10000,10,47,7,@,@,201300,g,178600,22700,1.1270996640537514,true,r4ndomP@
10000,10,47,8,s,s,226566,v,203816,22750,1.1116202849629078,true,r4ndomP@s
10000,10,47,9,s,s,251850,z,229550,22300,1.0971465911566107,true,r4ndomP@ss
10000,10,48,0,r,r,25500,&,50,25450,510,true,r
10000,10,48,1,4,4,50100,J,25516,24584,1.9634738987302085,true,r4
10000,10,48,2,n,n,76400,s,50983,25417,1.4985387285958065,true,r4n
10000,10,48,3,d,d,101850,a,93600,8250,1.0881410256410255,true,r4nd
10000,10,48,4,o,o,127300,a,106683,20617,1.1932547828613744,true,r4ndo
10000,10,48,5,m,m,151433,1,128050,23383,1.1826083561108942,true,r4ndom
10000,10,48,6,P,P,176166,v,153100,23066,1.1506596995427825,true,r4ndomP
10000,10,48,7,@,@,200850,&,179333,21517,1.1199834943931122,true,r4ndomP@
10000,10,48,8,s,s,230166,2,203850,26316,1.1290949227373068,true,r4ndomP@s
10000,10,48,9,s,s,254600,4,229633,24967,1.1087256622523767,true,r4ndomP@ss
10000,10,49,0,r,r,25366,*,50,25316,507.32,true,r
10000,10,49,1,4,4,50966,Y,26083,24883,1.953993022275045,true,r4
10000,10,49,2,n,n,76400,l,61200,15200,1.2483660130718954,true,r4n
10000,10,49,3,d,d,118916,h,86666,32250,1.372118247063439,true,r4nd
10000,10,49,4,o,o,127050,b,101950,25100,1.2461991172143208,true,r4ndo
10000,10,49,5,m,m,151133,F,127400,23733,1.186287284144427,true,r4ndom
10000,10,49,6,P,P,177100,r,153216,23884,1.1558845029239766,true,r4ndomP
10000,10,49,7,@,@,200266,h,178366,21900,1.1227812475471783,true,r4ndomP@
10000,10,49,8,s,s,225200,A,204133,21067,1.1032023239750555,true,r4ndomP@s
10000,10,49,9,s,s,254583,o,229516,25067,1.1092167866292546,true,r4ndomP@ss
10000,10,50,0,r,r,25500,S,50,25450,510,true,r
10000,10,50,1,4,4,50950,N,25683,25267,1.9838025152824825,true,r4
10000,10,50,2,n,n,76400,a,63700,12700,1.1993720565149137,true,r4n
10000,10,50,3,d,d,101833,g,78950,22883,1.2898416719442685,true,r4nd
10000,10,50,4,o,o,127300,a,125150,2150,1.017179384738314,true,r4ndo
10000,10,50,5,m,m,152800,o,127866,24934,1.1950010166893466,true,r4ndom
10000,10,50,6,P,P,177150,a,164116,13034,1.0794194350337567,true,r4ndomP
10000,10,50,7,@,@,204283,#,178300,25983,1.1457263039820527,true,r4ndomP@
10000,10,50,8,s,s,227800,M,204150,23650,1.1158461915258389,true,r4ndomP@s
10000,10,50,9,s,s,253683,h,230650,23033,1.0998612616518535,true,r4ndomP@ss
10000,20,1,0,r,r,25500,o,41,25459,621.9512195121952,true,r
10000,20,1,1,4,4,50966,e,25500,25466,1.9986666666666666,true,r4
10000,20,1,2,n,n,76175,a,63408,12767,1.2013468332071664,true,r4n
10000,20,1,3,d,d,101850,c,76400,25450,1.3331151832460733,true,r4nd
10000,20,1,4,o,o,125125,d,102100,23025,1.2255142017629774,true,r4ndo
10000,20,1,5,m,m,151933,d,127300,24633,1.193503534956795,true,r4ndom
10000,20,1,6,P,P,175941,m,152866,23075,1.1509491973362291,true,r4ndomP
10000,20,1,7,@,@,202433,d,178275,24158,1.1355097461786565,true,r4ndomP@
10000,20,1,8,s,s,229325,H,205508,23817,1.1158932985577203,true,r4ndomP@s
10000,20,1,9,s,s,253616,t,229250,24366,1.1062857142857143,true,r4ndomP@ss
10000,20,2,0,r,r,25500,j,41,25459,621.9512195121952,true,r
10000,20,2,1,4,4,50100,e,25500,24600,1.964705882352941,true,r4
10000,20,2,2,n,n,76183,g,60866,15317,1.2516511681398481,true,r4n
10000,20,2,3,d,d,101858,#,76858,25000,1.3252751828046527,true,r4nd
10000,20,2,4,o,o,125975,k,102541,23434,1.2285329770530813,true,r4ndo
10000,20,2,5,m,m,152141,c,127300,24841,1.1951374705420268,true,r4ndom
10000,20,2,6,P,P,176250,j,152808,23442,1.1534081985236375,true,r4ndomP
10000,20,2,7,@,@,201358,Q,178375,22983,1.1288465311843028,true,r4ndomP@
10000,20,2,8,s,s,230033,z,205550,24483,1.1191097056677208,true,r4ndomP@s
10000,20,2,9,s,s,253275,g,229308,23967,1.1045188131247057,true,r4ndomP@ss
10000,20,3,0,r,r,25500,&,41,25459,621.9512195121952,true,r
10000,20,3,1,4,4,50950,c,25858,25092,1.9703766725964884,true,r4
10000,20,3,2,n,n,75100,a,59825,15275,1.255328040117008,true,r4n
10000,20,3,3,d,d,101258,G,76466,24792,1.3242225302748933,true,r4nd
10000,20,3,4,o,o,125116,T,101933,23183,1.2274337064542395,true,r4ndo
10000,20,3,5,m,m,150891,S,127816,23075,1.18053295362083,true,r4ndom
10000,20,3,6,P,P,175166,s,152791,22375,1.1464418715762055,true,r4ndomP
10000,20,3,7,@,@,203350,s,178258,25092,1.140762265929159,true,r4ndomP@
10000,20,3,8,s,s,226566,b,203983,22583,1.110710206242677,true,r4ndomP@s
10000,20,3,9,s,s,251100,w,230800,20300,1.0879549393414212,true,r4ndomP@ss
10000,20,4,0,r,r,25475,a,41,25434,621.3414634146342,true,r
10000,20,4,1,4,4,50950,g,26008,24942,1.9590126115041526,true,r4
10000,20,4,2,n,n,76400,f,56600,19800,1.3498233215547704,true,r4n
10000,20,4,3,d,d,101858,n,83300,18558,1.2227851140456183,true,r4nd
10000,20,4,4,o,o,125825,m,102400,23425,1.228759765625,true,r4ndo
10000,20,4,5,m,m,152491,d,127466,25025,1.1963268636342241,true,r4ndom
10000,20,4,6,P,P,177450,d,153416,24034,1.1566590186160506,true,r4ndomP
10000,20,4,7,@,@,200425,G,178333,22092,1.1238806053843091,true,r4ndomP@
10000,20,4,8,s,s,229150,p,203841,25309,1.1241604976427706,true,r4ndomP@s
10000,20,4,9,s,s,255641,B,232550,23091,1.099294775317136,true,r4ndomP@ss
10000,20,5,0,r,r,25500,w,41,25459,621.9512195121952,true,r
10000,20,5,1,4,4,50375,Y,31308,19067,1.6090136706273157,true,r4
10000,20,5,2,n,n,75858,s,62766,13092,1.2085842653665997,true,r4n
10000,20,5,3,d,d,101891,q,88458,13433,1.1518573786429718,true,r4nd
10000,20,5,4,o,o,126841,t,101925,24916,1.2444542555800835,true,r4ndo
10000,20,5,5,m,m,150308,a,129683,20625,1.1590416631324074,true,r4ndom
10000,20,5,6,P,P,175241,d,152841,22400,1.1465575336460767,true,r4ndomP
10000,20,5,7,@,@,202275,f,178433,23842,1.1336187812792478,true,r4ndomP@
10000,20,5,8,s,s,229191,y,209075,20116,1.0962142771732633,true,r4ndomP@s
10000,20,5,9,s,s,252400,$,230050,22350,1.097152792871115,true,r4ndomP@ss
